Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00016903	marc-4	protein_coding	C53D5.3	I	171616
WBGene00016904	C53D5.3	protein_coding	C53D5.3	I	171616
WBGene00016903	marc-4	protein_coding	CELE_C53D5.3	I	171616
WBGene00016904	C53D5.3	protein_coding	CELE_C53D5.3	I	171616
WBGene00008514	mrpl-44	protein_coding	CELE_F02A9.4	III	176285
WBGene00303021	F02A9.10	protein_coding	CELE_F02A9.4	III	176285
WBGene00008514	mrpl-44	protein_coding	mrpl-44	III	176285
WBGene00303021	F02A9.10	protein_coding	mrpl-44	III	176285
WBGene00006794	unc-60	protein_coding	CELE_F53E2.2	V	178640
WBGene00302980	F53E2.2	protein_coding	CELE_F53E2.2	V	178640
WBGene00006794	unc-60	protein_coding	F53E2.2	V	178640
WBGene00302980	F53E2.2	protein_coding	F53E2.2	V	178640
WBGene00001560	gei-3	protein_coding	CELE_T22H6.6	X	184597
WBGene00008901	nhr-27	protein_coding	CELE_T22H6.6	X	184597
WBGene00001560	gei-3	protein_coding	gei-3	X	184597
WBGene00008901	nhr-27	protein_coding	gei-3	X	184597
WBGene00000001	aap-1	protein_coding		I	172141
WBGene00000002	aat-1	protein_coding		IV	177793
WBGene00000003	aat-2	protein_coding		V	184126
WBGene00000004	aat-3	protein_coding		X	180557
WBGene00000005	aat-4	protein_coding		IV	177388
WBGene00000006	aat-5	protein_coding		I	171814
WBGene00000007	aat-6	protein_coding		V	188421
WBGene00000008	aat-7	protein_coding		II	186240
WBGene00000009	aat-8	protein_coding		IV	185079
WBGene00000010	aat-9	protein_coding		I	190250
WBGene00000012	abf-1	protein_coding		I	266827
WBGene00000013	abf-2	protein_coding		I	266826
WBGene00000014	abf-3	protein_coding		V	186202
WBGene00000015	abf-4	protein_coding		V	189702
WBGene00000016	abf-5	protein_coding		X	188770
WBGene00000017	abf-6	protein_coding		X	181418
WBGene00000018	abl-1	protein_coding		X	181261
WBGene00000019	abt-1	protein_coding		IV	182849
WBGene00000020	abt-2	protein_coding		I	171782
WBGene00000021	abt-3	pseudogene		IV	
WBGene00000022	abt-4	protein_coding		V	178559
WBGene00000023	abt-5	protein_coding		I	173081
WBGene00000024	abu-1	protein_coding		V	181800
WBGene00000025	abu-2	protein_coding		X	184695
WBGene00000026	abu-3	pseudogene		X	
WBGene00000027	abu-4	protein_coding		V	353458
WBGene00000028	abu-5	protein_coding		IV	190870
WBGene00000029	abu-6	protein_coding		V	178903
WBGene00000030	abu-7	protein_coding		V	182139
WBGene00000031	abu-8	protein_coding		V	178904
WBGene00000032	abu-9	protein_coding		X	187749
WBGene00000033	abu-10	protein_coding		X	185248
WBGene00000034	abu-11	protein_coding		II	173404
WBGene00000035	ace-1	protein_coding		X	181706
WBGene00000036	ace-2	protein_coding		I	171905
WBGene00000037	ace-3	protein_coding		II	175076
WBGene00000038	ace-4	protein_coding		II	175074
WBGene00000039	acn-1	protein_coding		X	180780
WBGene00000040	aco-1	protein_coding		X	181324
WBGene00000041	aco-2	protein_coding		III	176121
WBGene00000042	acr-2	protein_coding		X	180936
WBGene00000043	acr-3	protein_coding		X	180937
WBGene00000044	acr-5	protein_coding		III	191596
WBGene00000045	acr-6	protein_coding		I	191479
WBGene00000046	acr-7	protein_coding		II	174262
WBGene00000047	acr-8	protein_coding		X	181246
WBGene00000048	acr-9	protein_coding		X	191597
WBGene00000049	acr-10	protein_coding		X	191598
WBGene00000050	acr-11	protein_coding		I	191599
WBGene00000051	acr-12	protein_coding		X	181475
WBGene00000053	acr-14	protein_coding		II	191601
WBGene00000054	acr-15	protein_coding		V	191602
WBGene00000055	acr-16	protein_coding		V	179235
WBGene00000056	acr-17	protein_coding		V	191603
WBGene00000057	acr-18	protein_coding		V	191604
WBGene00000058	acr-19	protein_coding		I	191605
WBGene00000059	acr-20	protein_coding		II	187632
WBGene00000060	acr-21	protein_coding		III	
WBGene00000061	lgc-11	protein_coding		X	181009
WBGene00000062	acr-23	protein_coding		V	191606
WBGene00000063	act-1	protein_coding		V	179535
WBGene00000064	act-2	protein_coding		V	179534
WBGene00000065	act-3	protein_coding		V	179533
WBGene00000066	act-4	protein_coding		X	180767
WBGene00000067	act-5	protein_coding		III	176793
WBGene00000068	acy-1	protein_coding		III	175622
WBGene00000069	acy-2	protein_coding		V	191607
WBGene00000070	acy-3	protein_coding		III	175489
WBGene00000071	acy-4	protein_coding		V	178949
WBGene00000072	add-1	protein_coding		X	180760
WBGene00000073	add-2	protein_coding		V	179647
WBGene00000074	adm-2	protein_coding		X	181489
WBGene00000075	adm-4	protein_coding		X	181041
WBGene00000079	adr-1	protein_coding		I	172542
WBGene00000080	adr-2	protein_coding		III	176022
WBGene00000081	ads-1	protein_coding		III	175192
WBGene00000082	adt-1	protein_coding		X	181412
WBGene00000083	adt-2	protein_coding		X	181022
WBGene00000084	aex-1	protein_coding		I	172519
WBGene00000085	aex-2	protein_coding		X	188491
WBGene00000086	aex-3	protein_coding		X	180420
WBGene00000088	aex-5	protein_coding		I	173358
WBGene00000089	aex-6	protein_coding		I	173223
WBGene00000090	age-1	protein_coding		II	174762
WBGene00000092	ags-3	protein_coding		X	180801
WBGene00000093	agt-1	protein_coding		IV	190454
WBGene00000094	agt-2	protein_coding		II	184244
WBGene00000095	aha-1	protein_coding		I	172889
WBGene00000096	ahr-1	protein_coding		I	172788
WBGene00000097	aip-1	protein_coding		V	179898
WBGene00000098	air-1	protein_coding		V	179202
WBGene00000099	air-2	protein_coding		I	172268
WBGene00000100	ajm-1	protein_coding		X	181148
WBGene00000101	aka-1	protein_coding		II	174216
WBGene00000102	akt-1	protein_coding		V	179424
WBGene00000103	akt-2	protein_coding		X	181524
WBGene00000105	alg-1	protein_coding		X	181504
WBGene00000106	alg-2	protein_coding		II	173468
WBGene00000107	alh-1	protein_coding		III	175691
WBGene00000108	alh-2	protein_coding		V	187001
WBGene00000109	alh-3	protein_coding		IV	177999
WBGene00000110	alh-4	protein_coding		V	179026
WBGene00000111	alh-5	protein_coding		V	178680
WBGene00000112	alh-6	protein_coding		II	173510
WBGene00000113	alh-7	protein_coding		II	174991
WBGene00000114	alh-8	protein_coding		II	174800
WBGene00000115	alh-9	protein_coding		III	175820
WBGene00000116	alh-10	protein_coding		X	180979
WBGene00000117	alh-11	protein_coding		III	185679
WBGene00000118	alh-12	protein_coding		III	176056
WBGene00000120	aly-1	protein_coding		IV	177735
WBGene00000121	aly-2	protein_coding		IV	177738
WBGene00000122	aly-3	protein_coding		IV	178157
WBGene00000123	ama-1	protein_coding		IV	177190
WBGene00000133	amt-1	protein_coding		X	180729
WBGene00000134	amt-2	protein_coding		IV	186047
WBGene00000135	amt-3	protein_coding		II	174338
WBGene00000136	amt-4	protein_coding		X	180728
WBGene00000137	amx-1	protein_coding		III	175493
WBGene00000138	amx-2	protein_coding		I	173146
WBGene00000139	amx-3	protein_coding		V	184919
WBGene00000140	anc-1	protein_coding		I	172034
WBGene00000142	aos-1	protein_coding		V	179409
WBGene00000143	apc-2	protein_coding		III	176139
WBGene00000144	apc-10	protein_coding		V	179454
WBGene00000145	apc-11	protein_coding		III	175604
WBGene00000146	ape-1	protein_coding		V	179601
WBGene00000147	aph-1	protein_coding		I	172747
WBGene00000148	aph-2	protein_coding		I	172905
WBGene00000149	apl-1	protein_coding		X	180783
WBGene00000150	apm-1	protein_coding		I	172180
WBGene00000151	apn-1	protein_coding		II	174291
WBGene00000155	app-1	protein_coding		I	172118
WBGene00000156	apr-1	protein_coding		I	172591
WBGene00000157	aps-2	protein_coding		X	184091
WBGene00000158	apg-1	protein_coding		I	173304
WBGene00000159	aps-1	protein_coding		V	178989
WBGene00000160	apb-1	protein_coding		III	175376
WBGene00000161	apa-2	protein_coding		X	181163
WBGene00000162	apd-3	protein_coding		II	173701
WBGene00000163	apb-3	protein_coding		I	172553
WBGene00000164	apm-3	protein_coding		X	186194
WBGene00000165	aps-3	protein_coding		I	171691
WBGene00000166	apt-9	protein_coding		X	189194
WBGene00000168	apx-1	protein_coding		V	178759
WBGene00000169	aqp-1	protein_coding		II	174190
WBGene00000170	aqp-2	protein_coding		II	174467
WBGene00000171	aqp-3	protein_coding		IV	190553
WBGene00000172	aqp-4	protein_coding		V	179366
WBGene00000173	aqp-5	protein_coding		V	183221
WBGene00000174	aqp-6	protein_coding		V	183121
WBGene00000175	aqp-7	protein_coding		X	180589
WBGene00000176	aqp-8	protein_coding		X	180744
WBGene00000177	aqp-9	protein_coding		I	3565336
WBGene00000178	aqp-10	protein_coding		II	174537
WBGene00000179	aqp-11	protein_coding		III	191343
WBGene00000180	arc-1	protein_coding		II	174525
WBGene00000181	ard-1	protein_coding		IV	178016
WBGene00000182	arf-1.2	protein_coding		III	175801
WBGene00000183	arf-3	protein_coding		IV	177595
WBGene00000184	arf-6	protein_coding		IV	191608
WBGene00000185	arg-1	protein_coding		X	180501
WBGene00000186	ark-1	protein_coding		IV	178218
WBGene00000187	arl-1	protein_coding		II	174375
WBGene00000188	arl-3	protein_coding		II	175121
WBGene00000189	arl-5	protein_coding		III	176392
WBGene00000190	arf-1.1	protein_coding		IV	191609
WBGene00000191	arl-7	pseudogene		X	
WBGene00000192	arl-8	protein_coding		IV	178405
WBGene00000193	arl-6	protein_coding		III	183311
WBGene00000195	arr-1	protein_coding		X	180446
WBGene00000196	aars-1	protein_coding		II	174749
WBGene00000197	aars-2	protein_coding		I	171985
WBGene00000198	art-1	protein_coding		II	174140
WBGene00000199	arx-1	protein_coding		I	171857
WBGene00000200	arx-2	protein_coding		V	179440
WBGene00000201	arx-3	protein_coding		III	3565442
WBGene00000202	exos-4.2	protein_coding		III	259488
WBGene00000203	arx-5	protein_coding		III	176697
WBGene00000204	arx-6	protein_coding		III	175650
WBGene00000205	arx-7	protein_coding		I	171882
WBGene00000206	asb-1	protein_coding		III	175605
WBGene00000207	asb-2	protein_coding		X	180718
WBGene00000208	trip-4	protein_coding		II	175159
WBGene00000209	asg-1	protein_coding		I	172673
WBGene00000210	asg-2	protein_coding		X	180956
WBGene00000211	asm-1	protein_coding		II	174131
WBGene00000212	asm-2	protein_coding		X	181323
WBGene00000213	asm-3	protein_coding		IV	176879
WBGene00000214	asp-1	protein_coding		V	180251
WBGene00000215	asp-2	protein_coding		V	34700645
WBGene00000216	asp-3	protein_coding		X	180947
WBGene00000217	asp-4	protein_coding		X	181444
WBGene00000218	asp-5	protein_coding		V	179211
WBGene00000219	asp-6	protein_coding		V	179209
WBGene00000220	atf-2	protein_coding		II	174399
WBGene00000221	atf-5	protein_coding		X	181576
WBGene00000222	atf-6	protein_coding		X	181405
WBGene00000223	atf-7	protein_coding		III	175587
WBGene00000224	atgp-1	protein_coding		IV	178504
WBGene00000225	atgp-2	protein_coding		II	175125
WBGene00000226	atl-1	protein_coding		V	179352
WBGene00000227	atm-1	protein_coding		I	3565793
WBGene00000228	atn-1	protein_coding		V	179709
WBGene00000229	atp-2	protein_coding		III	175716
WBGene00000230	atp-3	protein_coding		I	172195
WBGene00000231	atx-2	protein_coding		III	176465
WBGene00000232	avr-14	protein_coding		I	172270
WBGene00000233	avr-15	protein_coding		V	179834
WBGene00000235	baf-1	protein_coding		III	176330
WBGene00000236	bag-1	protein_coding		I	172373
WBGene00000237	bam-2	protein_coding		I	171868
WBGene00000238	bar-1	protein_coding		X	180982
WBGene00000239	bas-1	protein_coding		III	175778
WBGene00000240	pah-1	protein_coding		II	174401
WBGene00000241	bbs-1	protein_coding		I	260219
WBGene00000242	bbs-2	protein_coding		IV	259580
WBGene00000244	bbs-8	protein_coding		V	188904
WBGene00000245	bca-1	protein_coding		X	180890
WBGene00000246	bcc-1	protein_coding		IV	178008
WBGene00000247	bec-1	protein_coding		IV	177345
WBGene00000248	ben-1	protein_coding		III	175461
WBGene00000249	bir-1	protein_coding		V	179597
WBGene00000250	bir-2	protein_coding		V	179841
WBGene00000251	bli-1	protein_coding		II	174653
WBGene00000252	bli-2	protein_coding		II	191611
WBGene00000253	bli-3	protein_coding		I	171608
WBGene00000254	bli-4	protein_coding		I	172333
WBGene00000255	bli-5	protein_coding		III	185812
WBGene00000256	bli-6	protein_coding		IV	177399
WBGene00000257	bmk-1	protein_coding		V	179948
WBGene00000259	bpl-1	protein_coding		II	174039
WBGene00000262	bra-1	protein_coding		X	181481
WBGene00000263	F23H11.5	protein_coding		III	175254
WBGene00000264	brc-1	protein_coding		III	175499
WBGene00000265	brd-1	protein_coding		III	175959
WBGene00000266	bre-1	protein_coding		IV	177717
WBGene00000267	bre-2	protein_coding		III	189753
WBGene00000268	bre-3	protein_coding		III	176332
WBGene00000269	bre-4	protein_coding		I	190668
WBGene00000270	bre-5	protein_coding		IV	178142
WBGene00000271	brf-1	protein_coding		II	174199
WBGene00000272	bro-1	protein_coding		I	172158
WBGene00000273	brp-1	protein_coding		III	176637
WBGene00000274	btf-1	protein_coding		II	174965
WBGene00000275	bub-1	protein_coding		I	172468
WBGene00000276	byn-1	protein_coding		III	175968
WBGene00000277	cab-1	protein_coding		X	181382
WBGene00000279	cah-1	protein_coding		III	186231
WBGene00000280	cah-2	protein_coding		II	174218
WBGene00000281	cah-3	protein_coding		X	181713
WBGene00000282	cah-4	protein_coding		X	181478
WBGene00000283	cah-5	protein_coding		X	180972
WBGene00000284	cah-6	protein_coding		I	189049
WBGene00000285	cal-1	protein_coding		V	179715
WBGene00000286	cal-2	protein_coding		II	182789
WBGene00000287	cal-3	protein_coding		IV	177143
WBGene00000288	cal-4	protein_coding		IV	177945
WBGene00000289	cam-1	protein_coding		II	174473
WBGene00000292	cap-1	protein_coding		IV	177497
WBGene00000293	cap-2	protein_coding		II	174673
WBGene00000294	cas-1	protein_coding		X	181729
WBGene00000295	cat-1	protein_coding		X	180837
WBGene00000296	cat-2	protein_coding		II	173411
WBGene00000298	cat-4	protein_coding		V	179472
WBGene00000301	cav-1	protein_coding		IV	177815
WBGene00000302	cav-2	protein_coding		V	179838
WBGene00000308	C04A11.t1	tRNA		X	
WBGene00000310	C05C9.t1	tRNA		X	
WBGene00000311	C05C9.t2	tRNA		X	
WBGene00000366	cbp-1	protein_coding		III	176380
WBGene00000367	cca-1	protein_coding		X	181045
WBGene00000368	ccb-1	protein_coding		I	171933
WBGene00000369	ccf-1	protein_coding		III	176625
WBGene00000370	ccg-1	protein_coding		IV	178426
WBGene00000371	cox-5B	protein_coding		I	172832
WBGene00000372	cyp-13A7	protein_coding		II	188362
WBGene00000373	cyp-14A5	protein_coding		V	178926
WBGene00000374	cyp-31A1	pseudogene		IV	
WBGene00000375	cyp-44A1	protein_coding		II	173936
WBGene00000376	ccr-4	protein_coding		IV	178184
WBGene00000377	cct-1	protein_coding		II	174318
WBGene00000378	cct-2	protein_coding		II	174421
WBGene00000379	cct-4	protein_coding		II	174330
WBGene00000380	cct-5	protein_coding		III	175588
WBGene00000381	cct-6	protein_coding		III	175819
WBGene00000382	cdc-6	protein_coding		I	172029
WBGene00000383	cdc-14	protein_coding		II	173945
WBGene00000386	cdc-25.1	protein_coding		I	172353
WBGene00000387	cdc-25.2	protein_coding		V	178645
WBGene00000388	cdc-25.3	protein_coding		III	176260
WBGene00000389	cdc-25.4	protein_coding		II	191612
WBGene00000390	cdc-42	protein_coding		II	174233
WBGene00000391	cdd-1	protein_coding		X	183546
WBGene00000392	cdd-2	protein_coding		IV	186044
WBGene00000393	cdf-1	protein_coding		X	180923
WBGene00000395	cdh-3	protein_coding		III	176085
WBGene00000396	cdh-4	protein_coding		III	175590
WBGene00000397	cdh-5	protein_coding		IV	177671
WBGene00000399	cdh-7	protein_coding		II	175143
WBGene00000401	cdh-9	protein_coding		X	186608
WBGene00000402	cdh-10	protein_coding		IV	183476
WBGene00000403	casy-1	protein_coding		II	174006
WBGene00000405	cdk-1	protein_coding		III	176374
WBGene00000406	cdk-4	protein_coding		X	181472
WBGene00000407	cdk-5	protein_coding		III	176774
WBGene00000408	cdk-7	protein_coding		I	171784
WBGene00000409	cdk-8	protein_coding		I	172677
WBGene00000410	cdk-9	protein_coding		I	173023
WBGene00000411	cdl-1	protein_coding		II	174659
WBGene00000412	cdr-1	protein_coding		V	180064
WBGene00000413	cdt-1	protein_coding		I	171896
WBGene00000414	cec-1	protein_coding		III	176190
WBGene00000415	ced-1	protein_coding		I	173064
WBGene00000416	ced-2	protein_coding		IV	176968
WBGene00000417	ced-3	protein_coding		IV	178272
WBGene00000418	ced-4	protein_coding		III	175643
WBGene00000419	ced-5	protein_coding		IV	177942
WBGene00000420	ced-6	protein_coding		III	175773
WBGene00000421	ced-7	protein_coding		III	176352
WBGene00000422	ced-8	protein_coding		X	184190
WBGene00000423	ced-9	protein_coding		III	3565776
WBGene00000424	ced-10	protein_coding		IV	177111
WBGene00000425	ced-11	protein_coding		III	176288
WBGene00000426	ced-12	protein_coding		I	172890
WBGene00000427	ced-13	protein_coding		X	191625
WBGene00000428	ceh-1	protein_coding		X	191614
WBGene00000429	ceh-2	protein_coding		I	191615
WBGene00000430	ceh-5	protein_coding		I	191616
WBGene00000431	ceh-6	protein_coding		I	172640
WBGene00000432	ceh-7	protein_coding		II	174391
WBGene00000433	ceh-8	protein_coding		I	191617
WBGene00000434	ceh-9	protein_coding		I	267057
WBGene00000435	ceh-10	protein_coding		III	175811
WBGene00000436	ceh-12	protein_coding		I	172255
WBGene00000437	ceh-13	protein_coding		III	176069
WBGene00000438	ceh-14	protein_coding		X	181012
WBGene00000439	ceh-16	protein_coding		III	191618
WBGene00000440	ceh-17	protein_coding		I	172059
WBGene00000441	ceh-18	protein_coding		X	180671
WBGene00000442	ceh-19	protein_coding		IV	177590
WBGene00000443	ceh-20	protein_coding		III	3565545
WBGene00000444	ceh-21	protein_coding		X	180504
WBGene00000445	ceh-22	protein_coding		V	179485
WBGene00000446	ceh-23	protein_coding		III	176096
WBGene00000447	ceh-24	protein_coding		V	179877
WBGene00000448	pros-1	protein_coding		III	176137
WBGene00000449	ceh-27	protein_coding		V	185853
WBGene00000450	ceh-28	protein_coding		X	191619
WBGene00000451	ceh-30	protein_coding		X	191620
WBGene00000452	ceh-31	protein_coding		X	191621
WBGene00000453	ceh-32	protein_coding		V	179603
WBGene00000454	ceh-33	protein_coding		V	191622
WBGene00000455	ceh-34	protein_coding		V	178919
WBGene00000457	ceh-36	protein_coding		X	181529
WBGene00000458	ceh-37	protein_coding		X	181530
WBGene00000459	ceh-38	protein_coding		II	174136
WBGene00000460	ceh-39	protein_coding		X	180505
WBGene00000461	ceh-40	protein_coding		X	191624
WBGene00000462	ceh-41	protein_coding		X	180503
WBGene00000463	ceh-43	protein_coding		III	175581
WBGene00000464	ceh-44	protein_coding		III	175372
WBGene00000465	cpg-1	protein_coding		III	175586
WBGene00000466	cel-1	protein_coding		I	172814
WBGene00000467	cep-1	protein_coding		I	172616
WBGene00000468	ces-1	protein_coding		I	185718
WBGene00000469	ces-2	protein_coding		I	173365
WBGene00000472	cey-1	protein_coding		II	174690
WBGene00000473	cey-2	protein_coding		I	172219
WBGene00000474	cey-3	protein_coding		I	172211
WBGene00000475	cey-4	protein_coding		III	176516
WBGene00000476	cfi-1	protein_coding		I	188793
WBGene00000477	cft-1	protein_coding		V	178939
WBGene00000478	cfz-2	protein_coding		V	178768
WBGene00000479	cgh-1	protein_coding		III	176061
WBGene00000480	cgp-1	protein_coding		V	178540
WBGene00000481	cha-1	protein_coding		IV	24105307
WBGene00000482	chd-3	protein_coding		X	181421
WBGene00000483	che-1	protein_coding		I	183847
WBGene00000484	che-2	protein_coding		X	180401
WBGene00000485	che-3	protein_coding		I	172593
WBGene00000487	che-6	protein_coding		IV	182823
WBGene00000488	che-7	protein_coding		V	184979
WBGene00000490	che-11	protein_coding		V	179666
WBGene00000491	che-12	protein_coding		V	179433
WBGene00000492	che-13	protein_coding		I	186607
WBGene00000493	che-14	protein_coding		I	172240
WBGene00000496	chs-1	protein_coding		I	172508
WBGene00000497	chs-2	protein_coding		II	173405
WBGene00000498	chk-1	protein_coding		V	3565921
WBGene00000499	chk-2	protein_coding		V	180304
WBGene00000500	chn-1	protein_coding		I	172303
WBGene00000501	cho-1	protein_coding		IV	178274
WBGene00000502	chp-1	protein_coding		I	172138
WBGene00000503	cht-1	protein_coding		X	180628
WBGene00000506	cic-1	protein_coding		III	175357
WBGene00000507	cit-1.1	protein_coding		III	176125
WBGene00000508	cit-1.2	protein_coding		III	176126
WBGene00000509	cka-1	protein_coding		IV	177807
WBGene00000510	cka-2	protein_coding		X	180703
WBGene00000511	ckb-1	protein_coding		III	181904
WBGene00000512	ckb-2	protein_coding		III	175565
WBGene00000513	ckb-3	protein_coding		III	181905
WBGene00000514	ckb-4	protein_coding		V	184864
WBGene00000515	ckc-1	protein_coding		X	188971
WBGene00000516	cki-1	protein_coding		II	174260
WBGene00000517	cki-2	protein_coding		II	174261
WBGene00000518	ckk-1	protein_coding		III	182278
WBGene00000519	cku-70	protein_coding		III	176546
WBGene00000520	cku-80	protein_coding		III	175578
WBGene00000521	cky-1	protein_coding		V	179743
WBGene00000522	clc-1	protein_coding		X	181293
WBGene00000523	clc-2	protein_coding		X	180999
WBGene00000524	clc-3	protein_coding		X	180625
WBGene00000525	clc-4	protein_coding		X	188095
WBGene00000526	clc-5	protein_coding		X	181000
WBGene00000527	cle-1	protein_coding		I	172678
WBGene00000528	clh-1	protein_coding		II	174821
WBGene00000529	clh-2	protein_coding		II	174738
WBGene00000530	clh-3	protein_coding		II	174187
WBGene00000531	clh-4	protein_coding		X	180687
WBGene00000532	clh-5	protein_coding		II	174449
WBGene00000533	clh-6	protein_coding		V	179655
WBGene00000534	cpi-2	protein_coding		V	178992
WBGene00000535	cpi-1	protein_coding		IV	177372
WBGene00000536	clk-1	protein_coding		III	175729
WBGene00000537	clk-2	protein_coding		III	176065
WBGene00000539	cln-3.1	protein_coding		V	179559
WBGene00000540	cln-3.2	protein_coding		I	172171
WBGene00000541	cln-3.3	protein_coding		V	179249
WBGene00000542	clp-1	protein_coding		III	176122
WBGene00000543	clp-2	protein_coding		III	175618
WBGene00000544	clp-3	protein_coding		I	173089
WBGene00000545	clp-4	protein_coding		III	175326
WBGene00000546	clp-6	protein_coding		IV	190738
WBGene00000547	clp-7	protein_coding		IV	176953
WBGene00000548	clr-1	protein_coding		II	3565419
WBGene00000549	cls-2	protein_coding		III	176280
WBGene00000550	clu-1	protein_coding		III	176341
WBGene00000551	clx-1	protein_coding		IV	177556
WBGene00000552	cmd-1	protein_coding		V	178614
WBGene00000553	cmk-1	protein_coding		IV	176989
WBGene00000554	cnb-1	protein_coding		V	179572
WBGene00000555	cnc-1	protein_coding		V	187726
WBGene00000556	cnc-2	protein_coding		V	178637
WBGene00000557	cnc-3	protein_coding		V	178636
WBGene00000558	cnc-4	protein_coding		V	178635
WBGene00000559	cnc-5	protein_coding		V	187729
WBGene00000560	cnc-6	protein_coding		III	175324
WBGene00000561	cnd-1	protein_coding		III	183212
WBGene00000562	cng-1	protein_coding		V	180004
WBGene00000563	cng-3	protein_coding		IV	3565463
WBGene00000564	cnk-1	protein_coding		III	187518
WBGene00000565	cnt-1	protein_coding		II	174848
WBGene00000566	cnt-2	protein_coding		III	176490
WBGene00000567	cnx-1	protein_coding		III	176390
WBGene00000583	cof-2	protein_coding		I	183582
WBGene00000584	cog-1	protein_coding		II	175149
WBGene00000585	cogc-2	protein_coding		IV	177473
WBGene00000591	coh-1	protein_coding		X	181003
WBGene00000592	coh-3	protein_coding		V	179949
WBGene00000593	col-2	protein_coding		IV	177872
WBGene00000594	col-3	protein_coding		IV	177695
WBGene00000596	col-7	protein_coding		I	172494
WBGene00000597	col-8	protein_coding		III	175981
WBGene00000598	col-9	protein_coding		X	186210
WBGene00000599	col-10	protein_coding		V	179298
WBGene00000601	col-12	protein_coding		V	179453
WBGene00000602	col-13	protein_coding		V	179452
WBGene00000603	col-14	protein_coding		IV	177559
WBGene00000606	col-17	protein_coding		II	173839
WBGene00000608	col-19	protein_coding		X	180397
WBGene00000609	col-20	protein_coding		II	173840
WBGene00000610	col-33	protein_coding		IV	177191
WBGene00000611	col-34	protein_coding		IV	177188
WBGene00000612	col-35	protein_coding		I	172492
WBGene00000613	col-36	protein_coding		II	174178
WBGene00000614	col-37	protein_coding		V	179668
WBGene00000615	col-38	protein_coding		II	174370
WBGene00000616	col-39	protein_coding		II	174651
WBGene00000617	col-40	protein_coding		II	173495
WBGene00000618	col-41	protein_coding		X	181610
WBGene00000620	col-43	protein_coding		V	179187
WBGene00000621	col-44	protein_coding		X	186211
WBGene00000622	col-45	protein_coding		I	171605
WBGene00000623	col-46	protein_coding		I	4363005
WBGene00000624	col-47	protein_coding		I	4363004
WBGene00000625	col-48	protein_coding		I	171873
WBGene00000626	col-49	protein_coding		I	187239
WBGene00000627	col-50	protein_coding		I	189050
WBGene00000628	col-51	protein_coding		I	189052
WBGene00000629	col-52	protein_coding		I	183885
WBGene00000630	col-53	protein_coding		I	172222
WBGene00000631	col-54	protein_coding		I	185226
WBGene00000632	col-55	protein_coding		I	188127
WBGene00000633	col-56	protein_coding		I	188271
WBGene00000634	col-58	protein_coding		I	184957
WBGene00000636	col-60	protein_coding		I	172445
WBGene00000637	col-61	protein_coding		I	182090
WBGene00000638	col-62	protein_coding		I	172495
WBGene00000639	col-63	protein_coding		I	172607
WBGene00000640	col-64	protein_coding		I	186127
WBGene00000641	col-65	protein_coding		I	187138
WBGene00000642	col-66	pseudogene		I	
WBGene00000644	col-68	protein_coding		II	173395
WBGene00000645	col-69	protein_coding		II	186819
WBGene00000646	H17B01.2	protein_coding		II	186749
WBGene00000647	col-71	protein_coding		II	173695
WBGene00000648	col-72	protein_coding		II	173698
WBGene00000649	col-73	protein_coding		II	184366
WBGene00000650	col-74	protein_coding		II	173989
WBGene00000651	col-75	protein_coding		II	186968
WBGene00000652	col-76	protein_coding		II	174320
WBGene00000653	col-77	protein_coding		II	174336
WBGene00000654	col-78	protein_coding		II	189274
WBGene00000655	col-79	protein_coding		II	174650
WBGene00000656	col-80	protein_coding		II	174652
WBGene00000657	col-81	protein_coding		II	174686
WBGene00000658	col-83	protein_coding		II	185221
WBGene00000659	col-84	protein_coding		II	174824
WBGene00000660	col-85	protein_coding		II	188672
WBGene00000661	col-86	protein_coding		II	190749
WBGene00000662	col-87	protein_coding		II	3565880
WBGene00000663	col-88	protein_coding		III	175170
WBGene00000664	col-89	protein_coding		III	175627
WBGene00000665	col-90	protein_coding		III	176117
WBGene00000666	col-91	protein_coding		III	184269
WBGene00000667	col-92	protein_coding		III	176528
WBGene00000668	col-93	protein_coding		III	259335
WBGene00000669	col-94	protein_coding		III	259336
WBGene00000670	col-95	protein_coding		III	176602
WBGene00000671	col-96	protein_coding		III	353461
WBGene00000672	col-97	protein_coding		III	176721
WBGene00000673	col-98	protein_coding		III	176724
WBGene00000674	col-99	protein_coding		IV	185112
WBGene00000675	col-101	protein_coding		IV	176854
WBGene00000676	col-102	protein_coding		IV	182802
WBGene00000677	col-103	protein_coding		IV	176901
WBGene00000678	col-104	protein_coding		IV	176947
WBGene00000679	col-105	protein_coding		IV	186529
WBGene00000680	col-106	protein_coding		IV	176955
WBGene00000681	col-107	protein_coding		IV	176961
WBGene00000682	col-108	protein_coding		IV	176985
WBGene00000683	col-109	protein_coding		IV	176988
WBGene00000684	col-110	protein_coding		IV	177225
WBGene00000685	col-111	protein_coding		IV	177230
WBGene00000687	col-113	protein_coding		IV	177487
WBGene00000688	col-114	protein_coding		IV	177500
WBGene00000689	col-115	protein_coding		IV	189843
WBGene00000690	col-116	protein_coding		IV	184617
WBGene00000691	col-117	protein_coding		IV	177694
WBGene00000692	col-118	protein_coding		IV	177699
WBGene00000693	col-119	protein_coding		IV	177715
