Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00196797	C02D4.5	ncRNA		X	
WBGene00196798	F59C12.7	ncRNA		X	
WBGene00196799	R13H4.9	ncRNA		V	
WBGene00196800	C43G2.26	ncRNA		IV	
WBGene00196801	W02B8.7	ncRNA		II	
WBGene00196802	C36F7.10	ncRNA		I	
WBGene00196803	C18E9.12	ncRNA		II	
WBGene00196804	C45B2.11	ncRNA		X	
WBGene00196805	F45D3.8	ncRNA		V	
WBGene00196806	F39C12.6	ncRNA		X	
WBGene00196807	T01B6.7	ncRNA		X	
WBGene00196808	ZK678.10	ncRNA		X	
WBGene00196809	T10B10.10	ncRNA		X	
WBGene00196810	W06B11.7	ncRNA		X	
WBGene00196811	F58H1.13	ncRNA		V	
WBGene00196812	Y39B6A.74	ncRNA		V	
WBGene00196813	Y37A1B.331	ncRNA		IV	
WBGene00196814	F14F3.8	ncRNA		X	
WBGene00196815	F40E10.8	ncRNA		X	
WBGene00196816	T27E4.15	ncRNA		V	
WBGene00196817	Y54G2A.60	ncRNA		IV	
WBGene00196818	F25B5.9	ncRNA		III	
WBGene00196819	F31E8.10	ncRNA		II	
WBGene00196820	F46C8.11	ncRNA		X	
WBGene00196821	F29C4.9	ncRNA		IV	
WBGene00196822	T19C4.19	ncRNA		V	
WBGene00196823	Y54G9A.13	ncRNA		II	
WBGene00196824	F11A6.7	ncRNA		I	
WBGene00196825	C53A5.18	ncRNA		V	
WBGene00196826	B0350.72	ncRNA		IV	
WBGene00196827	C17C3.22	ncRNA		II	
WBGene00196828	C40C9.11	ncRNA		X	
WBGene00196829	T23B12.12	ncRNA		V	
WBGene00196830	F40H3.8	ncRNA		II	
WBGene00196831	H35N03.2	ncRNA		II	
WBGene00196832	F08H9.13	ncRNA		V	
WBGene00196833	C27A2.10	ncRNA		II	
WBGene00196834	C24B5.8	ncRNA		V	
WBGene00196835	T11F9.25	ncRNA		V	
WBGene00196836	C26E1.5	ncRNA		V	
WBGene00196837	C17D12.11	ncRNA		I	
WBGene00196838	F55C5.14	ncRNA		V	
WBGene00196839	F19H6.9	ncRNA		X	
WBGene00196840	K10D6.9	ncRNA		V	
WBGene00196841	F25H10.2	ncRNA		X	
WBGene00196842	DH11.7	ncRNA		II	
WBGene00196843	C41G11.9	ncRNA		X	
WBGene00196844	Y22F5A.9	ncRNA		V	
WBGene00196845	W02F12.10	ncRNA		V	
WBGene00196846	T22D1.19	ncRNA		IV	
WBGene00196847	Y39A3CL.9	ncRNA		III	
WBGene00196848	ZK353.11	ncRNA		III	
WBGene00196849	T10E10.9	ncRNA		X	
WBGene00196850	F09F9.8	ncRNA		X	
WBGene00196851	Y38C1AA.15	ncRNA		IV	
WBGene00196852	C02F4.10	ncRNA		IV	
WBGene00196853	T07F10.9	ncRNA		V	
WBGene00196854	CD4.13	ncRNA		V	
WBGene00196855	ZK381.42	ncRNA		IV	
WBGene00196856	R10E11.10	ncRNA		III	
WBGene00196857	VB0365.2	ncRNA		V	
WBGene00196858	C30C11.7	ncRNA		III	
WBGene00196859	C47D12.9	ncRNA		II	
WBGene00196860	T02E9.14	ncRNA		V	
WBGene00196861	F41H10.36	ncRNA		IV	
WBGene00196862	K02A4.3	ncRNA		X	
WBGene00196863	F52E10.8	ncRNA		X	
WBGene00196864	F45H7.10	ncRNA		III	
WBGene00196865	F58B6.6	ncRNA		III	
WBGene00196866	C31G12.7	ncRNA		V	
WBGene00196867	ZC477.16	ncRNA		IV	
WBGene00196868	C35A11.6	ncRNA		V	
WBGene00196869	R01E6.10	ncRNA		X	
WBGene00196870	D1044.10	ncRNA		III	
WBGene00196871	K11C4.8	ncRNA		V	
WBGene00196872	F40F9.15	ncRNA		V	
WBGene00196873	C41G11.10	ncRNA		X	
WBGene00196874	C18A3.17	ncRNA		II	
WBGene00196875	Y104H12D.5	ncRNA		IV	
WBGene00196876	C14F11.11	ncRNA		X	
WBGene00196877	W01A11.10	ncRNA		V	
WBGene00196878	Y55F3C.14	ncRNA		IV	
WBGene00196879	C30F8.6	ncRNA		I	
WBGene00196880	Y71A12B.27	ncRNA		I	
WBGene00196881	Y71F9AR.6	ncRNA		I	
WBGene00196882	C55A6.16	ncRNA		V	
WBGene00196883	F43E12.2	ncRNA		X	
WBGene00196884	C54D1.9	ncRNA		X	
WBGene00196885	ZC513.15	ncRNA		V	
WBGene00196886	K02A2.8	ncRNA		II	
WBGene00196887	R04F11.12	ncRNA		V	
WBGene00196888	T07D1.9	ncRNA		X	
WBGene00196889	C35A5.13	ncRNA		V	
WBGene00196890	Y105E8B.13	ncRNA		I	
WBGene00196891	R90.6	ncRNA		V	
WBGene00196892	C18D1.12	ncRNA		II	
WBGene00196893	F13H6.7	ncRNA		V	
WBGene00196894	F47F2.4	ncRNA		X	
WBGene00196895	T06H11.8	ncRNA		X	
WBGene00196896	Y39G8C.7	ncRNA		II	
WBGene00196897	C49A1.12	ncRNA		I	
WBGene00196898	C14C11.9	ncRNA		V	
WBGene00196899	Y43F8A.7	ncRNA		V	
WBGene00196900	C02B10.73	ncRNA		IV	
WBGene00196901	Y51A2D.27	ncRNA		V	
WBGene00196902	C10F3.11	ncRNA		V	
WBGene00196903	M01E11.9	ncRNA		I	
WBGene00196904	Y43E12A.4	ncRNA		IV	
WBGene00196905	C30A5.12	ncRNA		III	
WBGene00196906	F08G5.11	ncRNA		IV	
WBGene00196907	F22G12.9	ncRNA		I	
WBGene00196908	F09E5.19	ncRNA		II	
WBGene00196909	Y34B4A.14	ncRNA		X	
WBGene00196910	H14A12.8	ncRNA		III	
WBGene00196911	C53B7.10	ncRNA		X	
WBGene00196912	W02A2.11	ncRNA		IV	
WBGene00196913	F56D1.8	ncRNA		II	
WBGene00196914	R07E4.9	ncRNA		X	
WBGene00196915	F56H11.10	ncRNA		IV	
WBGene00196916	C56G2.17	ncRNA		III	
WBGene00196917	B0379.10	ncRNA		I	
WBGene00196918	F49E10.13	ncRNA		X	
WBGene00196919	R07B1.18	ncRNA		X	
WBGene00196920	C34H3.8	ncRNA		X	
WBGene00196921	Y75B8A.48	ncRNA		III	
WBGene00196922	R02D5.12	ncRNA		V	
WBGene00196923	F57F4.5	ncRNA		V	
WBGene00196924	D1053.5	ncRNA		X	
WBGene00196925	ZC504.8	ncRNA		X	
WBGene00196926	Y39G8B.11	ncRNA		II	
WBGene00196927	C41A3.6	ncRNA		X	
WBGene00196928	F26F12.9	ncRNA		V	
WBGene00196929	C35C5.15	ncRNA		X	
WBGene00196930	F44E5.7	ncRNA		II	
WBGene00196931	B0001.10	ncRNA		IV	
WBGene00196932	Y17D7B.12	ncRNA		V	
WBGene00196933	F43D9.8	ncRNA		III	
WBGene00196934	C54G6.6	ncRNA		I	
WBGene00196935	F13H6.8	ncRNA		V	
WBGene00196936	F25H8.9	ncRNA		IV	
WBGene00196937	T01C1.8	ncRNA		X	
WBGene00196938	F49H12.9	ncRNA		X	
WBGene00196939	C18D1.13	ncRNA		II	
WBGene00196940	Y38H8A.10	ncRNA		IV	
WBGene00196941	EGAP7.2	ncRNA		X	
WBGene00196942	C15C8.10	ncRNA		V	
WBGene00196943	T13H10.7	ncRNA		IV	
WBGene00196944	T01C3.12	ncRNA		V	
WBGene00196945	F52D10.7	ncRNA		X	
WBGene00196946	F57C7.8	ncRNA		X	
WBGene00196947	K02G10.9	ncRNA		X	
WBGene00196948	F08C6.11	ncRNA		X	
WBGene00196949	C47G2.13	ncRNA		II	
WBGene00196950	T28D9.14	ncRNA		II	
WBGene00196951	C54G7.8	ncRNA		X	
WBGene00196952	R07B1.19	ncRNA		X	
WBGene00196953	F59D12.10	ncRNA		X	
WBGene00196954	R106.4	ncRNA		X	
WBGene00196955	F20A1.13	ncRNA		V	
WBGene00196956	C52E4.14	ncRNA		V	
WBGene00196957	ZK682.8	ncRNA		V	
WBGene00196958	F58A4.18	ncRNA		III	
WBGene00196959	C49F8.8	ncRNA		X	
WBGene00196960	R13F6.11	ncRNA		III	
WBGene00196961	F20D1.13	ncRNA		X	
WBGene00196962	H34C03.18	ncRNA		IV	
WBGene00196963	Y47H9A.4	ncRNA		I	
WBGene00196964	F55F3.5	ncRNA		X	
WBGene00196965	F16F9.7	ncRNA		X	
WBGene00196966	C47C12.7	ncRNA		X	
WBGene00196967	F14B8.10	ncRNA		X	
WBGene00196968	R06F6.13	ncRNA		II	
WBGene00196969	R03E9.6	ncRNA		X	
WBGene00196970	B0304.10	ncRNA		II	
WBGene00196971	F52B10.11	ncRNA		X	
WBGene00196972	F22B3.13	ncRNA		IV	
WBGene00196973	F42A10.12	ncRNA		III	
WBGene00196974	F41C6.9	ncRNA		X	
WBGene00196975	Y94H6A.13	ncRNA		IV	
WBGene00196976	Y104H12D.6	ncRNA		IV	
WBGene00196977	C42D8.12	ncRNA		X	
WBGene00196978	Y53H1C.7	ncRNA		I	
WBGene00196979	F09F9.9	ncRNA		X	
WBGene00196980	H16O14.76	ncRNA		IV	
WBGene00196981	C06E1.13	ncRNA		III	
WBGene00196982	Y41C4A.24	ncRNA		III	
WBGene00196983	C07H6.12	ncRNA		III	
WBGene00196984	F09F3.15	ncRNA		V	
WBGene00196985	F35G2.12	ncRNA		IV	
WBGene00196986	H01A20.2	ncRNA		X	
WBGene00196987	C25E10.14	ncRNA		V	
WBGene00196988	F32A11.8	ncRNA		II	
WBGene00196989	F12F6.14	ncRNA		IV	
WBGene00196990	K04A8.14	ncRNA		V	
WBGene00196991	F26A10.10	ncRNA		X	
WBGene00196992	F54H5.8	ncRNA		II	
WBGene00196993	F15C11.5	ncRNA		I	
WBGene00196994	T01H3.7	ncRNA		II	
WBGene00196995	Y55F3BR.14	ncRNA		IV	
WBGene00196996	F46E10.14	ncRNA		V	
WBGene00196997	F55C5.15	ncRNA		V	
WBGene00196998	F21A3.9	ncRNA		V	
WBGene00196999	F07B7.16	ncRNA		V	
WBGene00197000	C34H3.9	ncRNA		X	
WBGene00197001	C13C4.9	ncRNA		V	
WBGene00197002	F33D4.12	ncRNA		IV	
WBGene00197003	K07C10.5	ncRNA		II	
WBGene00197004	F53B2.13	ncRNA		IV	
WBGene00197005	K02A11.6	ncRNA		I	
WBGene00197006	W05B2.11	ncRNA		III	
WBGene00197007	C33B4.9	ncRNA		II	
WBGene00197008	C05C9.7	ncRNA		X	
WBGene00197009	F18E2.10	ncRNA		V	
WBGene00197010	C32C4.11	ncRNA		V	
WBGene00197011	F09C12.12	ncRNA		II	
WBGene00197012	Y40C5A.16	ncRNA		IV	
WBGene00197013	F58H1.14	ncRNA		V	
WBGene00197014	C34B2.13	ncRNA		I	
WBGene00197015	AH10.7	ncRNA		V	
WBGene00197016	K10D6.10	ncRNA		V	
WBGene00197017	F25G6.15	ncRNA		V	
WBGene00197018	H30A04.2	ncRNA		X	
WBGene00197019	Y38H6A.6	ncRNA		V	
WBGene00197020	F08G5.12	ncRNA		IV	
WBGene00197021	M01G5.8	ncRNA		III	
WBGene00197022	Y53F4B.54	ncRNA		II	
WBGene00197023	Y67D8A.7	ncRNA		IV	
WBGene00197024	F56E3.9	ncRNA		X	
WBGene00197025	C14F5.7	ncRNA		X	
WBGene00197026	Y71A12B.28	ncRNA		I	
WBGene00197027	C52B9.16	ncRNA		X	
WBGene00197028	ZC64.10	ncRNA		X	
WBGene00197029	Y39B6A.75	ncRNA		V	
WBGene00197030	T01B10.9	ncRNA		X	
WBGene00197031	F35H8.9	ncRNA		II	
WBGene00197032	F47G4.10	ncRNA		I	
WBGene00197033	T24B8.10	ncRNA		II	
WBGene00197034	C01F4.5	ncRNA		I	
WBGene00197035	F47G4.11	ncRNA		I	
WBGene00197036	E02A10.7	ncRNA		V	
WBGene00197037	K01G5.11	ncRNA		III	
WBGene00197038	F09D5.2	ncRNA		X	
WBGene00197039	Y55B1BR.7	ncRNA		III	
WBGene00197040	ZC477.17	ncRNA		IV	
WBGene00197041	F56B3.13	ncRNA		IV	
WBGene00197042	R13F6.12	ncRNA		III	
WBGene00197043	C30G4.8	ncRNA		X	
WBGene00197044	C36F7.11	ncRNA		I	
WBGene00197045	C29A12.9	ncRNA		V	
WBGene00197046	T24B8.11	ncRNA		II	
WBGene00197047	B0334.17	ncRNA		II	
WBGene00197048	C04D8.2	ncRNA		III	
WBGene00197049	Y53F4A.4	ncRNA		II	
WBGene00197050	K08E5.10	ncRNA		III	
WBGene00197051	2RSSE.5	ncRNA		II	
WBGene00197052	F13D11.10	ncRNA		X	
WBGene00197053	F22E12.6	ncRNA		V	
WBGene00197054	ZK512.13	ncRNA		III	
WBGene00197055	T14G11.6	ncRNA		X	
WBGene00197056	VT21B10L.1	ncRNA		II	
WBGene00197057	C06A6.9	ncRNA		IV	
WBGene00197058	ZK617.10	ncRNA		IV	
WBGene00197059	T23H2.6	ncRNA		I	
WBGene00197060	T03E6.13	ncRNA		V	
WBGene00197061	C14F11.12	ncRNA		X	
WBGene00197062	Y54E10A.21	ncRNA		I	
WBGene00197063	F55A12.12	ncRNA		I	
WBGene00197064	C02C6.5	ncRNA		X	
WBGene00197065	M28.13	ncRNA		II	
WBGene00197066	F13H6.9	ncRNA		V	
WBGene00197067	T27B1.3	ncRNA		X	
WBGene00197068	F40H3.9	ncRNA		II	
WBGene00197069	Y38F2AR.16	ncRNA		IV	
WBGene00197070	C35B8.6	ncRNA		X	
WBGene00197071	K12H6.14	ncRNA		II	
WBGene00197072	ZK867.9	ncRNA		X	
WBGene00197073	ZK836.7	ncRNA		V	
WBGene00197074	C30B5.11	ncRNA		II	
WBGene00197075	C01F6.12	ncRNA		IV	
WBGene00197076	C03C11.5	ncRNA		I	
WBGene00197077	F14H12.12	ncRNA		X	
WBGene00197078	F44E7.13	ncRNA		V	
WBGene00197079	C16B8.6	ncRNA		X	
WBGene00197080	ZC15.11	ncRNA		V	
WBGene00197081	C29A12.10	ncRNA		V	
WBGene00197082	R03D7.11	ncRNA		II	
WBGene00197083	C16D9.13	ncRNA		V	
WBGene00197084	Y39G10AR.29	ncRNA		I	
WBGene00197085	C04H4.5	ncRNA		II	
WBGene00197086	T21B6.9	ncRNA		X	
WBGene00197087	F25H10.3	ncRNA		X	
WBGene00197088	Y113G7C.2	ncRNA		V	
WBGene00197089	Y60A3A.34	ncRNA		V	
WBGene00197090	T14D7.4	ncRNA		II	
WBGene00197091	F55A4.11	ncRNA		X	
WBGene00197092	C09D8.6	ncRNA		II	
WBGene00197093	C08F8.11	ncRNA		IV	
WBGene00197094	K04D7.11	ncRNA		IV	
WBGene00197095	C56E6.15	ncRNA		II	
WBGene00197096	C34E11.10	ncRNA		X	
WBGene00197097	F13B9.9	ncRNA		X	
WBGene00197098	R04E5.13	ncRNA		X	
WBGene00197099	ZC416.9	ncRNA		IV	
WBGene00197100	F28F5.11	ncRNA		III	
WBGene00197101	F46G11.11	ncRNA		X	
WBGene00197102	C18A3.18	ncRNA		II	
WBGene00197103	C06G1.9	ncRNA		X	
WBGene00197104	C35A5.14	ncRNA		V	
WBGene00197105	C18H9.9	ncRNA		II	
WBGene00197106	F28F5.12	ncRNA		III	
WBGene00197107	F59A1.17	ncRNA		V	
WBGene00197108	F26F12.10	ncRNA		V	
WBGene00197109	Y66A7AL.3	ncRNA		III	
WBGene00197110	M03F8.10	ncRNA		V	
WBGene00197111	Y41D4B.28	ncRNA		IV	
WBGene00197112	Y105E8A.40	ncRNA		I	
WBGene00197113	F22E12.7	ncRNA		V	
WBGene00197114	C02C6.6	ncRNA		X	
WBGene00197115	T14B1.4	ncRNA		X	
WBGene00197116	Y57G11C.1138	ncRNA		IV	
WBGene00197117	F45B8.10	ncRNA		X	
WBGene00197118	C34H3.10	ncRNA		X	
WBGene00197119	F36D4.9	ncRNA		V	
WBGene00197120	F47G3.5	ncRNA		X	
WBGene00197121	F14B6.8	ncRNA		I	
WBGene00197122	K11D5.1	ncRNA		V	
WBGene00197123	F59G1.10	ncRNA		II	
WBGene00197124	T06H11.9	ncRNA		X	
WBGene00197125	T28F12.4	ncRNA		V	
WBGene00197126	C26E1.6	ncRNA		V	
WBGene00197127	T05B11.9	ncRNA		V	
WBGene00197128	T05A12.6	ncRNA		IV	
WBGene00197129	T01G1.5	ncRNA		IV	
WBGene00197130	F11A1.11	ncRNA		X	
WBGene00197131	C54D10.18	ncRNA		V	
WBGene00197132	T21D9.4	ncRNA		X	
WBGene00197133	F14D1.2	ncRNA		V	
WBGene00197134	K08B5.5	ncRNA		X	
WBGene00197135	F40E10.9	ncRNA		X	
WBGene00197136	C47G2.14	ncRNA		II	
WBGene00197137	R08B4.7	ncRNA		X	
WBGene00197138	F45H11.9	ncRNA		I	
WBGene00197139	C08C3.8	ncRNA		III	
WBGene00197140	F29D10.6	ncRNA		I	
WBGene00197141	F07C3.13	ncRNA		V	
WBGene00197142	C36B1.15	ncRNA		I	
WBGene00197143	F21D9.10	ncRNA		V	
WBGene00197144	F38H4.12	ncRNA		IV	
WBGene00197145	W08F4.15	ncRNA		II	
WBGene00197146	F41D9.10	ncRNA		X	
WBGene00197147	C09D8.7	ncRNA		II	
WBGene00197148	C48A7.7	ncRNA		IV	
WBGene00197149	C43F9.15	ncRNA		IV	
WBGene00197150	ZK265.13	ncRNA		I	
WBGene00197151	K02B9.8	ncRNA		X	
WBGene00197152	Y7A9D.63	ncRNA		IV	
WBGene00197153	T18D3.12	ncRNA		X	
WBGene00197154	C17G1.9	ncRNA		X	
WBGene00197155	F23H12.15	ncRNA		V	
WBGene00197156	ZK1025.12	ncRNA		I	
WBGene00197157	ZC64.11	ncRNA		X	
WBGene00197158	T04F8.12	ncRNA		X	
WBGene00197159	C34D1.8	ncRNA		V	
WBGene00197160	K07A9.5	ncRNA		IV	
WBGene00197161	C24A8.9	ncRNA		X	
WBGene00197162	Y18H1A.16	ncRNA		I	
WBGene00197163	B0495.15	ncRNA		II	
WBGene00197164	T19D12.13	ncRNA		II	
WBGene00197165	F47B8.16	ncRNA		V	
WBGene00197166	C36F7.12	ncRNA		I	
WBGene00197167	F48C1.13	ncRNA		I	
WBGene00197168	ZC504.9	ncRNA		X	
WBGene00197169	E01H11.4	ncRNA		X	
WBGene00197170	D1073.2	ncRNA		X	
WBGene00197171	F56D12.10	ncRNA		II	
WBGene00197172	C03C10.12	ncRNA		III	
WBGene00197173	F46G11.12	ncRNA		X	
WBGene00197174	F47B7.12	ncRNA		X	
WBGene00197175	C48A7.8	ncRNA		IV	
WBGene00197176	Y39B6A.76	ncRNA		V	
WBGene00197177	Y53C10A.18	ncRNA		I	
WBGene00197178	T08A9.16	ncRNA		X	
WBGene00197179	Y47D3B.15	ncRNA		III	
WBGene00197180	C31H1.96	ncRNA		IV	
WBGene00197181	R02E12.11	ncRNA		X	
WBGene00197182	W10C8.10	ncRNA		I	
WBGene00197183	F55C10.9	ncRNA		V	
WBGene00197184	C30C11.8	ncRNA		III	
WBGene00197185	Y70D2A.5	ncRNA		X	
WBGene00197186	C05G5.9	ncRNA		X	
WBGene00197187	Y56A3A.37	ncRNA		III	
WBGene00197188	F18A11.8	ncRNA		II	
WBGene00197189	C06G1.10	ncRNA		X	
WBGene00197190	C14F11.13	ncRNA		X	
WBGene00197191	T04A6.6	ncRNA		III	
WBGene00197192	F10E9.14	ncRNA		III	
WBGene00197193	C45E1.6	ncRNA		I	
WBGene00197194	F41E7.11	ncRNA		X	
WBGene00197195	ZK185.7	ncRNA		IV	
WBGene00197196	C04C11.10	ncRNA		X	
WBGene00197197	Y73F8A.1165	ncRNA		IV	
WBGene00197198	D1044.11	ncRNA		III	
WBGene00197199	F31E8.11	ncRNA		II	
WBGene00197200	F59F3.9	ncRNA		X	
WBGene00197201	M03F4.11	ncRNA		X	
WBGene00197202	F39D8.6	ncRNA		X	
WBGene00197203	F52E4.10	ncRNA		X	
WBGene00197204	B0034.9	ncRNA		II	
WBGene00197205	C23H4.10	ncRNA		X	
WBGene00197206	C15B12.11	ncRNA		X	
WBGene00197207	K10D6.11	ncRNA		V	
WBGene00197208	ZK1128.9	ncRNA		III	
WBGene00197209	C34B4.11	ncRNA		V	
WBGene00197210	F56D1.9	ncRNA		II	
WBGene00197211	C06E2.11	ncRNA		X	
WBGene00197212	F14F9.9	ncRNA		V	
WBGene00197213	T09A5.17	ncRNA		II	
WBGene00197214	F38A3.4	ncRNA		II	
WBGene00197215	F57A8.9	ncRNA		V	
WBGene00197216	ZC53.11	ncRNA		X	
WBGene00197217	F59D12.11	ncRNA		X	
WBGene00197218	T04C12.19	ncRNA		V	
WBGene00197219	F41E7.12	ncRNA		X	
WBGene00197220	C54G7.9	ncRNA		X	
WBGene00197221	F09F9.10	ncRNA		X	
WBGene00197222	F29G9.10	ncRNA		V	
WBGene00197223	F53B3.10	ncRNA		X	
WBGene00197224	C54D1.10	ncRNA		X	
WBGene00197225	T19C4.20	ncRNA		V	
WBGene00197226	F29G9.11	ncRNA		V	
WBGene00197227	F31E8.12	ncRNA		II	
WBGene00197228	T06E8.3	ncRNA		V	
WBGene00197229	F52F12.11	ncRNA		I	
WBGene00197230	F58G1.11	ncRNA		II	
WBGene00197231	Y48B6A.18	ncRNA		II	
WBGene00197232	Y54E10A.22	ncRNA		I	
WBGene00197233	T05A6.10	ncRNA		II	
WBGene00197234	F55A12.13	ncRNA		I	
WBGene00197235	C41G11.11	ncRNA		X	
WBGene00197236	K03H9.8	ncRNA		II	
WBGene00197237	F54D5.19	ncRNA		II	
WBGene00197238	T19E7.24	ncRNA		IV	
WBGene00197239	R04F11.13	ncRNA		V	
WBGene00197240	F22B3.14	ncRNA		IV	
WBGene00197241	Y37E11C.3	ncRNA		IV	
WBGene00197242	K12G11.8	ncRNA		V	
WBGene00197243	C06G1.11	ncRNA		X	
WBGene00197244	C06E2.12	ncRNA		X	
WBGene00197245	EGAP1.4	ncRNA		III	
WBGene00197246	ZK809.11	ncRNA		IV	
WBGene00197247	B0495.16	ncRNA		II	
WBGene00197248	K06C4.20	ncRNA		V	
WBGene00197249	C24G6.11	ncRNA		V	
WBGene00197250	T02E9.15	ncRNA		V	
WBGene00197251	T04C12.20	ncRNA		V	
WBGene00197252	F41C6.10	ncRNA		X	
WBGene00197253	Y13C8A.3	ncRNA		X	
WBGene00197254	R153.4	ncRNA		II	
WBGene00197255	F57B7.7	ncRNA		V	
WBGene00197256	F35C8.10	ncRNA		X	
WBGene00197257	H21P03.6	ncRNA		IV	
WBGene00197258	C54G4.11	ncRNA		I	
WBGene00197259	F11A6.8	ncRNA		I	
WBGene00197260	F57B1.12	ncRNA		V	
WBGene00197261	F10C1.14	ncRNA		II	
WBGene00197262	F19D8.9	ncRNA		X	
WBGene00197263	K02A11.7	ncRNA		I	
WBGene00197264	ZC123.6	ncRNA		I	
WBGene00197265	M195.6	ncRNA		II	
WBGene00197266	K11G9.9	ncRNA		V	
WBGene00197267	F25H8.10	ncRNA		IV	
WBGene00197268	F08F1.12	ncRNA		X	
WBGene00197269	F59C12.8	ncRNA		X	
WBGene00197270	K02A4.4	ncRNA		X	
WBGene00197271	W09G3.13	ncRNA		I	
WBGene00197272	C18F3.7	ncRNA		IV	
WBGene00197273	C23H3.10	ncRNA		II	
WBGene00197274	F20B10.7	ncRNA		IV	
WBGene00197275	K04D7.12	ncRNA		IV	
WBGene00197276	Y54G2A.61	ncRNA		IV	
WBGene00197277	Y37E3.28	ncRNA		I	
WBGene00197278	K03H4.3	ncRNA		V	
WBGene00197279	C01B7.10	ncRNA		V	
WBGene00197280	ZC513.16	ncRNA		V	
WBGene00197281	Y41C4A.25	ncRNA		III	
WBGene00197282	C44C11.3	ncRNA		II	
WBGene00197283	R07G3.11	ncRNA		II	
WBGene00197284	T24A11.5	ncRNA		III	
WBGene00197285	F48E3.12	ncRNA		X	
WBGene00197286	C42D8.13	ncRNA		X	
WBGene00197287	Y104H12D.7	ncRNA		IV	
WBGene00197288	F13H6.10	ncRNA		V	
WBGene00197289	T19B10.13	ncRNA		V	
WBGene00197290	F21H7.17	ncRNA		V	
WBGene00197291	F29C4.10	ncRNA		IV	
WBGene00197292	Y5H2B.8	ncRNA		V	
WBGene00197293	ZK1290.18	ncRNA		II	
WBGene00197294	F53B7.9	ncRNA		V	
WBGene00197295	K12H6.15	ncRNA		II	
WBGene00197296	C09B7.6	ncRNA		X	
WBGene00197297	R08C7.17	ncRNA		IV	
WBGene00197298	T23F11.8	ncRNA		III	
WBGene00197299	C39E6.9	ncRNA		X	
WBGene00197300	R08B4.8	ncRNA		X	
WBGene00197301	Y58A7A.9	ncRNA		V	
WBGene00197302	C33F10.18	ncRNA		II	
WBGene00197303	F26E4.16	ncRNA		I	
WBGene00197304	F43G6.12	ncRNA		II	
WBGene00197305	C36F7.13	ncRNA		I	
WBGene00197306	Y39A3CL.10	ncRNA		III	
WBGene00197307	Y66A7AL.4	ncRNA		III	
WBGene00197308	F55G1.18	ncRNA		IV	
WBGene00197309	K04H4.10	ncRNA		III	
WBGene00197310	F26A10.11	ncRNA		X	
WBGene00197311	C31G12.8	ncRNA		V	
WBGene00197312	C47G2.15	ncRNA		II	
WBGene00197313	F25B4.12	ncRNA		V	
WBGene00197314	F11D5.14	ncRNA		X	
WBGene00197315	T13H10.8	ncRNA		IV	
WBGene00197316	D1022.13	ncRNA		II	
WBGene00197317	T22F3.14	ncRNA		V	
WBGene00197318	Y50D4C.8	ncRNA		V	
WBGene00197319	C32C4.12	ncRNA		V	
WBGene00197320	F53B1.10	ncRNA		X	
WBGene00197321	ZC504.10	ncRNA		X	
WBGene00197322	T05G5.13	ncRNA		III	
WBGene00197323	C04C3.11	ncRNA		IV	
WBGene00197324	F16A11.6	ncRNA		I	
WBGene00197325	T24A6.23	ncRNA		V	
WBGene00197326	F25G6.16	ncRNA		V	
WBGene00197327	F48C5.7	ncRNA		X	
WBGene00197328	F55C12.11	ncRNA		II	
WBGene00197329	K06G5.6	ncRNA		X	
WBGene00197330	W02H5.15	ncRNA		V	
WBGene00197331	M01G4.5	ncRNA		III	
WBGene00197332	F45B8.11	ncRNA		X	
WBGene00197333	cTel3X.2	ncRNA		V	
WBGene00197334	T25F10.8	ncRNA		V	
WBGene00197335	C05D2.14	ncRNA		III	
WBGene00197336	H20J04.10	ncRNA		II	
WBGene00197337	Y67D11A.2	ncRNA		X	
WBGene00197338	F39H12.5	ncRNA		X	
WBGene00197339	Y51A2D.28	ncRNA		V	
WBGene00197340	ZK867.10	ncRNA		X	
WBGene00197341	R06C1.8	ncRNA		I	
WBGene00197342	F37H8.8	ncRNA		II	
WBGene00197343	W02B8.8	ncRNA		II	
WBGene00197344	F11D5.15	ncRNA		X	
WBGene00197345	Y50D4A.7	ncRNA		V	
WBGene00197346	F02D10.12	ncRNA		X	
WBGene00197347	F11E6.20	ncRNA		IV	
WBGene00197348	T25B9.13	ncRNA		IV	
WBGene00197349	C05E11.12	ncRNA		X	
WBGene00197350	C18E9.13	ncRNA		II	
WBGene00197351	F54F2.10	ncRNA		III	
WBGene00197352	F07C4.16	ncRNA		V	
WBGene00197353	T26E3.14	ncRNA		I	
WBGene00197354	T07C12.17	ncRNA		V	
WBGene00197355	F52F10.7	ncRNA		V	
WBGene00197356	F01G12.11	ncRNA		X	
WBGene00197357	Y69H2.19	ncRNA		V	
WBGene00197358	K10C9.11	ncRNA		V	
WBGene00197359	C16E9.13	ncRNA		X	
WBGene00197360	F46H6.8	ncRNA		X	
WBGene00197361	K12C11.8	ncRNA		I	
WBGene00197362	C23H4.11	ncRNA		X	
WBGene00197363	W02F12.11	ncRNA		V	
WBGene00197364	C36F7.14	ncRNA		I	
WBGene00197365	T05C12.13	ncRNA		II	
WBGene00197366	F22A3.12	ncRNA		X	
WBGene00197367	W05E10.12	ncRNA		V	
WBGene00197368	T05B4.16	ncRNA		V	
